Temperature [_ C] ,Humidity [%],Soil moisture,Reference evapotranspiration,Evapotranspiration,Crop Coefficient,Crop Coefficient stage,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,Solar Radiation ghi,Wind Speed,Days of planted,pH
25.48,74.06,501.92,536.061304,556.4550668,1.25,Mid stage,101,75,52,135.08,1.26,94,3.93
31.22,64.06,484.47,611.7503851,838.095677,1.3,Mid stage,106,66,123,589.84,2.12,94,4.92
23.55,84.78,258.69,402.6066194,448.9615158,1.05,Mid stage,96,84,102,149.45,2.62,94,4.45
19.49,69.8,551.85,446.3315771,221.7509263,1.25,Mid stage,94,86,95,479.78,4.11,94,5.9
23.72,79.78,159.44,186.509962,400.8591923,0.83,Mid stage,76,43,103,690.71,2.35,94,2.84
22.15,81.83,453.57,547.2218128,194.2541013,0.99,Mid stage,96,99,98,467.86,2.69,94,5.71
24.91,93.69,223.25,465.828774,817.3119983,1.49,Mid stage,115,104,124,631.54,4.07,94,5.41
27.2,66.69,229.24,1034.152037,837.7706476,1.19,Mid stage,65,41,49,430.29,1.25,94,4.92
24.45,69.95,688.3,143.6361669,48.07879282,1.33,Mid stage,85,47,80,561.71,1.94,94,3.78
31.09,92.63,343.02,677.698733,672.9240285,1.23,Mid stage,116,71,89,439.84,2.03,94,5.25
30.39,85.14,421.37,1063.212127,395.8507502,1.33,Mid stage,109,107,107,404.7,2.29,94,4.49
27.83,75.73,505.77,108.6599897,743.1964184,1.15,Mid stage,61,94,135,633.91,4.11,94,6.49
24.86,85.72,409.01,793.5092633,531.6359205,1.5,Mid stage,82,48,53,85.88,1.14,94,2.64
19.84,74.47,541.01,952.2021233,281.9418149,1.45,Mid stage,83,40,127,129.52,2.43,94,6.44
23.56,74.35,135.1,366.1240468,23.95590299,1.4,Mid stage,72,63,58,140.68,3.91,94,2.44
27.86,65.47,512.49,626.7304071,792.2625119,0.85,Mid stage,68,64,100,294.14,2.07,94,2.28
21.99,78.27,308.15,99.50351784,535.5861996,0.81,Mid stage,117,77,111,572.12,2.06,94,4.97
19.46,69.19,630.03,371.4252566,268.9653523,1.06,Mid stage,96,84,84,423.36,1.8,94,4.11
30.71,82.18,203.18,274.4657619,104.1325384,1.18,Mid stage,82,54,88,354.11,4.19,94,6.65
27.93,73.95,137.77,754.2194626,499.9219147,1.02,Mid stage,102,101,83,408.5,2.38,94,2.02
26.61,89.88,155.35,62.20086704,631.424994,1.28,Mid stage,109,71,126,598.79,2.65,94,5.12
29.09,87,422.87,532.0686676,559.3645029,0.94,Mid stage,88,49,95,296.03,3.64,94,4.6
29.7,65.18,244.84,609.676579,15.87148199,1.09,Mid stage,66,54,83,201.04,4.1,94,5.48
24.77,80.69,556.84,1024.448838,801.4174452,1.31,Mid stage,74,71,92,718.94,4.18,94,6.09
30.34,84.98,152.21,1013.313287,392.1817936,1.06,Mid stage,107,69,93,588.19,2.49,94,2.28
30.83,78.01,256.2,8.245780966,65.91264484,1.49,Mid stage,111,90,62,634.15,3.06,94,6.28
21.8,63.99,601.54,639.5531074,640.3890671,1.16,Mid stage,88,53,106,583.39,1.45,94,6.09
26.51,77.61,146.47,440.3672445,425.6475766,1.36,Mid stage,113,59,94,35.13,1.69,94,5.51
25.37,75.15,576.82,590.3454803,347.4809079,1.19,Mid stage,73,88,109,623.54,2.49,94,2.29
25.53,71.4,184.82,714.9104687,497.2695166,1.27,Mid stage,94,70,119,547.86,1.56,94,5.03
31.13,80.39,608.8,302.5400301,294.762358,1.25,Mid stage,113,55,47,575.81,3.1,94,5.25
22.27,71.37,574.74,837.5046739,215.245444,0.83,Mid stage,66,80,137,694.83,2.41,94,6.13
31.77,68.24,246.88,1012.65094,816.9973985,1.35,Mid stage,90,51,130,76.42,2.77,94,3.36
30.63,85.76,353.14,977.7758981,724.3096394,0.96,Mid stage,70,104,62,305.03,1.72,94,6.72
24.42,67.47,385.64,831.1217813,300.327723,1.01,Mid stage,60,104,74,702.24,2.55,94,6.64
29.44,88.19,348.39,577.377786,261.9978665,0.89,Mid stage,116,79,132,98.76,1.14,94,3.97
28.77,94.27,242.4,534.2265906,680.4669029,1.14,Mid stage,67,98,44,396.06,1.91,94,3.85
27.49,75.44,251.17,819.7535019,695.2638041,1.11,Mid stage,62,87,95,232.31,1.45,94,6.08
22.48,88.43,520.6,850.2303975,6.470680438,1.01,Mid stage,86,45,113,746.29,2.77,94,3.31
20.75,65.89,207.9,14.31921949,766.2231032,1.49,Mid stage,76,108,120,14.26,2.5,94,2.26
27.4,87.91,283.55,42.5728019,402.8700415,1.44,Mid stage,97,80,100,690.14,3.22,94,3.22
29.8,93.69,156.55,525.8385464,87.97711406,0.87,Mid stage,62,66,66,323.98,4.05,94,6.08
18.23,78.1,246.5,953.125683,559.0214138,1.32,Mid stage,105,58,77,463.78,3.41,94,6.45
27,68.95,141.93,237.291984,289.3858648,1.04,Mid stage,91,49,85,667.9,4.15,94,5.14
24.2,65.63,525.04,158.7908639,836.2477188,1.26,Mid stage,112,97,108,309.5,3.51,94,3.32
30.57,92.08,354.57,1026.545314,723.6122482,1.41,Mid stage,63,41,51,664.2,2.41,94,3.53
22.5,71.36,339.05,980.3324622,151.982708,1.31,Mid stage,97,95,101,498.72,1.81,94,2.56
24.64,77.4,401.67,296.2730287,696.4557038,0.81,Mid stage,61,86,58,168.78,1.27,94,2.75
25.21,75.17,271.55,924.4732044,228.6825454,1.42,Mid stage,107,99,136,97.3,3.85,94,4.56
19.97,75.23,328.99,832.9541391,259.5555128,1.22,Mid stage,97,83,127,455.78,2.77,94,6.11
27.98,86.78,462.76,1094.934755,885.4633435,1.4,Mid stage,118,96,56,569.22,3.5,94,4.16
29.63,92.73,250.22,180.548433,104.3353358,1.46,Mid stage,73,92,53,81.41,2.61,94,3.93
18.81,82.29,387.94,987.2355912,670.4019788,1.34,Mid stage,65,109,43,297.37,1.33,94,3.92
22.08,93.5,453.46,63.62140893,670.771195,1.15,Mid stage,78,67,52,470.46,2.18,94,2.54
18.53,66.67,200.09,740.6980465,189.2593108,0.9,Mid stage,107,69,89,96.79,1.1,94,4.81
31.39,79.74,298.04,736.4044276,794.2158492,1.35,Mid stage,93,82,111,703.28,3.65,94,6.34
27.34,83.99,440.28,1007.34765,81.10482549,1.16,Mid stage,83,65,132,352.47,3.33,94,3.92
31.5,85.02,352.73,251.4352007,645.4598532,1.44,Mid stage,112,93,66,399.76,4.16,94,6.26
25.44,86.45,535.28,189.6240128,1.306435363,1.46,Mid stage,94,77,131,122.49,1.13,94,4.51
29.23,71.66,254.17,565.3490268,640.0829189,0.86,Mid stage,102,60,48,363.26,3.52,94,3.44
23.24,90.88,393.02,1047.876345,557.0768637,1.28,Mid stage,61,95,69,245.68,2.93,94,4.43
22.95,64.61,596.21,307.4737554,341.6559849,1.25,Mid stage,110,105,97,14.98,1.96,94,6.38
23.3,69.75,202.81,876.5347852,585.4068385,1.15,Mid stage,107,54,99,429.24,1.68,94,2.88
27.21,76.4,639.06,352.6164255,600.0896197,0.97,Mid stage,90,70,88,225.92,2.1,94,3.57
23.03,80.72,379.4,281.3788927,551.3984814,1.01,Mid stage,80,108,55,459.36,3.58,94,5.83
30.61,70.33,398.31,752.8321718,182.2058836,1.22,Mid stage,84,96,137,674.58,3.96,94,2.6
31.77,91.77,488.83,848.7751875,277.7943327,1.45,Mid stage,75,61,46,269.79,2.21,94,6.82
18.43,75.81,434.26,15.35662604,787.1547977,1.46,Mid stage,60,109,111,567.24,2.79,94,5.38
20.71,63.51,597.49,642.3773428,752.1292311,1.29,Mid stage,79,101,111,609.99,3.49,94,2.58
19.57,88.67,228.25,584.4626386,303.5168816,0.8,Mid stage,64,90,76,85.96,2.9,94,6.54
18.59,93.79,195.34,428.5190217,889.618319,0.93,Mid stage,68,72,60,617.2,3.46,94,5.09
21.19,72.12,272.82,864.0641855,852.2734023,0.82,Mid stage,62,90,80,176.19,3.32,94,6.62
24.26,79.41,698.73,392.1568815,641.3140302,0.88,Mid stage,87,105,88,642.1,1.83,94,6.29
29.72,80.41,177.34,598.8868752,186.118309,1.04,Mid stage,61,73,124,436.76,1.75,94,6.8
21.11,88.06,427.66,471.2161889,209.0449159,0.97,Mid stage,95,102,73,67.89,1.54,94,5.62
24.92,65.31,568.56,493.4088183,429.9223777,1.3,Mid stage,88,65,75,162.23,2.73,94,2.74
31.01,89.44,602.91,534.6936895,68.27965296,0.85,Mid stage,104,101,126,88.42,2.14,94,4.74
27.34,85.26,675.31,172.6429655,808.3664743,1.41,Mid stage,99,61,98,572.42,2.52,94,2.84
29.17,61.22,697.2,884.0013138,367.9930996,0.9,Mid stage,76,94,53,576.7,4.19,94,2.34
25.71,79.84,440.31,320.3610516,321.9797375,1.12,Mid stage,99,81,86,96.48,3.83,94,2.22
31.73,60.98,259.66,568.4090832,408.5565282,1.49,Mid stage,113,74,107,677.94,1.4,94,4.15
26.24,77.38,421.54,301.1020392,830.7111643,0.82,Mid stage,102,59,114,436.41,2.52,94,4.73
18.64,80.98,546.9,945.3524029,819.9504721,1.44,Mid stage,109,86,72,310.32,2.43,94,4.26
20.77,82.22,396.47,915.0240483,231.5731644,1.43,Mid stage,65,67,40,591.81,2.73,94,6.99
23.67,92.44,277.94,1045.731146,494.6136748,1.22,Mid stage,61,52,48,398.15,2.55,94,6.31
26.42,70.4,596.81,401.3262616,389.9688393,1.37,Mid stage,102,76,102,668.94,2.78,94,3.42
28.81,89.56,600.89,975.762048,42.28065981,0.96,Mid stage,89,109,75,503.71,1.49,94,2.68
23.78,75.83,439.38,944.8843345,472.5935676,1.13,Mid stage,75,75,106,606.19,3.04,94,6.46
27.94,83.34,468.9,631.610935,691.0320888,1.46,Mid stage,110,45,50,375.82,2.81,94,3.41
29.06,88.28,417.85,163.1843158,695.7760619,1.18,Mid stage,89,70,88,550.65,2.23,94,3.02
22.44,85.34,573.64,774.8592428,660.8236082,1.49,Mid stage,86,105,71,34.31,2.52,94,2.91
31.71,87.84,634.51,1039.321857,183.8667996,1.2,Mid stage,94,43,85,43.01,1.81,94,2.51
27.1,82.26,121.17,901.4162886,66.81440488,1,Mid stage,112,90,123,148.14,2.63,94,2.15
30.33,88.03,684.7,85.10763563,152.9740386,1.17,Mid stage,110,94,102,504,1.21,94,4.07
25.78,91.82,319.59,25.75328934,9.913529212,1.03,Mid stage,81,73,123,322.49,1.93,94,6.43
28.38,91.65,351.49,507.2388682,680.4520266,1,Mid stage,80,83,139,53.23,4.08,94,6.86
28.79,71.48,333.26,1004.39659,184.905005,1.25,Mid stage,115,57,46,311.21,1.74,94,6.86
30.72,94.02,609.73,794.8767111,392.4600528,1.45,Mid stage,86,92,96,535.22,1.61,94,2.88
20.1,62.02,547.34,1099.324756,84.2575612,0.97,Mid stage,97,69,123,501.76,3.53,94,2.2
25.82,81.57,223.77,690.4011617,484.9982427,1.06,Mid stage,84,100,99,169.96,3.15,94,2.73
24,77.33,356.69,970.5707504,368.1896293,0.93,Mid stage,89,82,100,482.06,2.37,94,5.99
30.92,68.07,121.58,893.4155179,246.544982,0.88,Mid stage,109,106,121,382.16,2.45,94,2.92
19.47,78.73,585.81,592.9311925,855.0740771,1.07,Mid stage,112,53,102,725.17,3.74,94,2.95
31.76,62.31,257.04,100.4051493,280.064702,1.44,Mid stage,90,87,66,712.94,3.78,94,4.48
30.26,79.38,168.15,144.7855127,603.0355177,1.13,Mid stage,76,54,42,86.68,3.34,94,6.13
19.03,89.91,503.25,897.2146229,867.4361681,1.12,Mid stage,72,107,128,665.4,4.05,94,2.84
24.87,64.93,247.08,406.9419056,628.489812,1.47,Mid stage,103,83,129,96.81,3.51,94,3.57
28.05,71.39,438.42,663.3024231,618.961087,1.48,Mid stage,71,55,80,24.89,3.5,94,5.3
28.33,82.09,213.5,321.5910787,705.2671418,1.16,Mid stage,78,57,124,205.02,1.92,94,2.75
30.69,72.58,578.26,980.790629,585.2939617,1.28,Mid stage,98,45,114,487.8,4.11,94,5.26
29.2,74.53,689.54,1007.680011,368.8304177,1.24,Mid stage,94,79,91,511.43,4.03,94,5.7
22.35,71.85,182.35,1051.320169,211.3566445,1.06,Mid stage,79,88,58,335.94,3.46,94,6.5
24.98,76.89,608.02,1021.571794,861.0507962,1.41,Mid stage,69,105,101,123.82,2.84,94,5.72
27.83,73.06,404.08,620.8547095,581.5120149,1.16,Mid stage,92,57,111,707.83,1.99,94,3.68
19.94,65.05,149.82,662.4660081,7.268695979,1.26,Mid stage,72,45,44,335.57,1.13,94,4.7
20.72,66.96,422.36,1058.510214,339.0128274,1.1,Mid stage,103,82,73,337.32,3.01,94,5.46
24.73,62.77,399.52,410.525415,38.03169658,0.83,Mid stage,78,62,47,607.85,2.02,94,3.32
22.18,76.37,637.02,694.289845,771.68744,1.04,Mid stage,63,87,81,148.4,2.2,94,3.61
30.08,89.59,317.43,484.250392,199.4663086,1.01,Mid stage,103,55,42,345.46,3.62,94,6.51
26.21,63.17,559.35,379.849224,485.6573274,0.89,Mid stage,106,53,102,404.27,3.29,94,5.12
22.88,83.06,196.74,1022.457044,181.3650982,0.9,Mid stage,112,45,82,463.85,3.76,94,6.01
29.88,74.71,345.33,627.0389383,574.9003002,1.43,Mid stage,64,65,68,122.56,2.71,94,2.2
29.27,90.5,432.83,512.1516181,587.0421649,1.27,Mid stage,71,52,65,12.35,3.51,94,6.35
31.98,72.72,225.28,60.48760296,688.5262934,1.11,Mid stage,64,60,96,528.52,3.53,94,3.99
29.86,84.31,234.71,171.8821169,473.6940946,1.37,Mid stage,83,67,65,46.11,2.79,94,4.8
23.8,73.97,262.3,595.277059,749.4650993,1.03,Mid stage,117,68,126,715.58,1.96,94,2.2
19.78,78.97,550.82,1094.085534,685.9650799,1.01,Mid stage,85,105,89,240.81,2.52,94,6.87
29.77,87.12,667.22,505.9206682,465.5660839,1.41,Mid stage,105,62,93,493.11,1.81,94,6.5
18.84,93.87,193.75,688.0855718,767.2769309,1.13,Mid stage,86,66,133,547.62,3.38,94,5.57
22.9,64.72,437.81,937.0099793,111.3170054,0.87,Mid stage,61,88,102,404.79,2.03,94,5.78
30.88,78.52,205.32,1010.31842,127.0816304,0.81,Mid stage,66,82,130,256.91,4.07,94,4.09
31.45,64.63,151.47,403.3769489,890.9041203,1.32,Mid stage,81,43,102,81.46,2.25,94,2.15
26.97,61.07,142.89,180.7895742,118.5779236,1.26,Mid stage,80,61,101,712.28,4.06,94,4.44
27.64,86.18,368.77,1068.461971,567.9852,1.35,Mid stage,90,104,101,484.97,3.68,94,4.12
18.59,94.41,366.69,580.7111746,575.4721477,0.8,Mid stage,95,44,128,288.22,2.18,94,3.98
25.2,80.84,505.23,974.4714087,348.9827228,1,Mid stage,90,75,59,110.91,1.44,94,2.13
25.66,62.54,346.16,329.0582907,392.650975,1.27,Mid stage,68,101,136,713.99,1.89,94,2.88
22.76,62.16,253.24,98.44108396,465.7995289,1.28,Mid stage,116,94,81,270.22,2.09,94,5.42
18.96,71.01,175.86,966.3639646,429.5704323,1.14,Mid stage,71,106,63,20.2,1.08,94,6
21.2,73.33,451.27,458.8031568,567.7536499,0.86,Mid stage,96,70,93,612.94,1.36,94,4.55
23.01,60.14,246.06,485.1947491,58.10650123,1.09,Mid stage,110,88,52,636.07,1.84,94,4.63
24.09,89.49,338.75,1081.908859,207.371717,1.19,Mid stage,62,48,136,340.84,3.84,94,3
26.27,76.4,130.17,450.3181115,510.619151,1.49,Mid stage,103,56,118,224.38,3.41,94,2.21
28.11,94.85,264.44,631.4738816,506.7996262,1.1,Mid stage,75,70,81,354.83,2.21,94,6.53
22.45,90.95,497.58,811.2829648,218.1510297,1.26,Mid stage,106,107,89,141.63,1,94,5.31
22.61,77.53,191.42,248.4930817,84.57607654,1.39,Mid stage,69,63,68,349.75,1.32,94,5.07
18.28,81.95,503.59,297.398015,189.3867883,1.11,Mid stage,68,87,96,645.7,1.55,94,2.51
18.57,71.01,619.04,812.9691002,477.1549229,0.91,Mid stage,63,51,79,726.06,3.62,94,6.68
21.61,70.62,624.23,888.0521188,344.5201058,1.35,Mid stage,80,85,129,351.26,3.95,94,6.29
28.36,64.56,211.29,221.4555088,266.9385775,1.46,Mid stage,85,76,113,409.9,3.33,94,2.02
26.8,79.09,391.05,340.3042855,44.54009054,1.28,Mid stage,113,68,116,646.66,3.36,94,4.83
28.78,62.86,638.85,10.58470586,48.31980843,1.23,Mid stage,60,81,53,522.78,1.12,94,6.75
28.76,75.64,543.36,423.931151,731.5924505,1.42,Mid stage,69,47,77,24.2,2.93,94,6.28
29.99,71.26,622.5,991.3253033,495.2656895,1.45,Mid stage,110,100,131,579.43,2.06,94,6.6
28.08,87.67,344.4,442.0731722,840.121326,0.99,Mid stage,64,93,112,495.84,1.18,94,4.41
31.71,73.35,409.43,835.157397,221.8953245,1.38,Mid stage,66,73,81,571.07,2.84,94,4.98
30.58,91.55,639.17,64.06836664,125.8157036,0.95,Mid stage,70,86,102,54.25,2.89,94,6.64
26.21,66.63,368.83,647.0963275,28.01946009,0.96,Mid stage,70,57,80,595.26,3.55,100,5.88
26.23,92.57,508.7,1049.494261,534.5536032,1.08,Mid stage,92,45,73,281.12,2.29,100,4.06
18.48,80.77,366.26,1082.838058,534.5964625,0.97,Mid stage,110,81,40,59.8,3.19,100,3.66
31.98,64.21,530.64,636.6658667,194.4759239,1.35,Mid stage,99,98,55,70.01,3.54,100,3.36
19.84,77.58,475.67,16.73652178,368.3350402,1.2,Mid stage,63,48,78,533.3,3.52,100,3.47
28.36,69.38,376.13,924.0453116,108.6402037,1.48,Mid stage,81,68,75,714.31,2.4,100,3.41
29.49,86.22,438.43,808.451989,133.5741165,1.05,Mid stage,79,70,59,338.95,2.68,100,5.22
23.22,82.8,466.93,28.12461983,568.3998062,1.33,Mid stage,73,40,78,632.59,1.84,100,4.79
20.76,62.2,629.85,832.5714134,284.6479361,1.42,Mid stage,81,80,137,618.47,3.33,100,2.84
19.38,74.61,512.59,791.7286686,272.6779068,1.24,Mid stage,112,65,117,179.21,1.91,100,2.09
28.48,91.05,533.98,107.1554809,540.4640807,1.28,Mid stage,68,79,76,190.76,2.17,100,3.14
24.34,74.27,682.56,590.4785935,222.7649833,1.09,Mid stage,70,46,104,506.26,1.56,100,2.73
27.99,86.03,159.24,604.2146993,15.41230567,1.14,Mid stage,118,43,80,413.78,1.3,100,3.06
30.82,63.97,228.82,984.4456061,275.6557495,1.21,Mid stage,102,84,50,396.56,1.26,100,4.68
20.05,90.34,304.51,487.9913411,786.7285243,0.95,Mid stage,89,78,79,601.65,1.48,100,6.67
30.87,77.59,668.72,615.5141585,788.2856117,0.84,Mid stage,89,82,58,83.94,1.73,100,5.76
23.76,93.17,252.56,606.490139,826.8602825,0.85,Mid stage,99,102,84,482.39,1.56,100,5.81
22.27,78.81,447.75,571.7941543,174.7571689,1.46,Mid stage,62,63,78,350,2.32,100,4.14
31.2,86.92,188.3,938.6211718,603.1911302,1.22,Mid stage,60,44,43,447.07,3.06,100,6.41
31.87,94.02,276.99,1041.345622,443.4919315,0.8,Mid stage,72,106,139,104.3,2.77,100,5.72
20.78,85.53,280.14,1006.499265,237.5886144,0.88,Mid stage,118,84,118,163.55,3.2,100,6.25
27.2,80.2,530.91,216.9003563,579.6842516,1.35,Mid stage,72,97,122,744.99,3.76,100,4.9
19.49,72.83,183.12,954.9318351,549.4089464,1.03,Mid stage,70,103,121,237.57,1.34,100,2.02
27.11,61.49,559.05,350.2125477,131.2099756,1.3,Mid stage,76,67,45,176.47,3.55,100,5.88
29.58,75.14,296.06,15.07984088,685.1133782,1.31,Mid stage,98,41,113,484.33,2.88,100,3.49
27.58,74.44,545.41,586.9035821,819.6664713,1.31,Mid stage,85,86,91,301.99,2.24,100,4.02
23.84,88.81,332.61,104.6062033,278.7807393,0.82,Mid stage,87,95,119,638.08,2.55,100,2.09
23.36,66.62,367.31,549.7397552,90.15489315,0.99,Mid stage,89,60,114,526.58,2.17,100,6.79
23.5,85.99,192.98,814.0131938,327.784297,1.01,Mid stage,61,48,78,240.65,3.72,100,3.87
26.26,61.31,181.97,930.5068142,764.358997,0.88,Mid stage,108,56,70,601.42,3.18,100,3.88
30.34,91.02,434.27,355.7718945,416.5807892,1.11,Mid stage,65,61,45,230.02,2.18,100,2.75
31.01,83.38,489.5,922.8454409,687.7659887,1.44,Mid stage,88,74,115,448.32,2.05,100,4.1
18.75,74.79,173.44,63.78603326,527.2480063,0.87,Mid stage,78,77,62,679.27,3.13,100,5.95
20.54,69.29,200.87,677.5679571,878.2084267,0.94,Mid stage,88,43,127,521.57,1.69,100,5.97
19.57,66.45,138.82,385.1771484,501.8239648,1.12,Mid stage,62,51,65,630.3,1.15,100,6.14
20.71,80.5,214.2,604.0784959,704.6382853,1.08,Mid stage,73,40,61,457.89,2.5,100,5.74
22.85,74.36,249.09,211.9506238,346.8503235,1.28,Mid stage,78,69,111,725.71,1.34,100,2.89
25.09,86.01,520.61,255.1274607,404.7361152,0.94,Mid stage,63,91,89,167.1,1.28,100,3.04
26.81,91.74,157.82,920.1879085,243.9813706,1.08,Mid stage,72,62,57,128.74,2.6,100,3.5
28.25,70.35,518.7,877.5556235,229.0369217,1.37,Mid stage,81,66,134,434.11,1.13,100,5.63
30.46,82.75,355.15,939.9052495,498.1727048,1.23,Mid stage,69,93,114,313.87,1.45,100,5.88
31.85,74.8,202.91,526.7483785,604.4151338,1.13,Mid stage,89,69,41,220.24,3.5,100,5.11
27.28,61.5,689.75,728.6825946,33.16408229,1.2,Mid stage,83,79,113,588.95,2.87,100,3.67
29.84,81.54,412.48,504.5525963,36.18751185,1.17,Mid stage,93,95,48,125.47,2.16,100,4.82
28.89,72.73,290.63,274.7874493,26.0311086,1.19,Mid stage,68,47,45,556.05,1.62,100,5.16
22.31,60.48,152.19,7.81128555,480.3470853,0.81,Mid stage,67,107,114,284.71,1.98,100,2.44
30.26,76.53,302.31,1011.867625,525.318157,1.48,Mid stage,89,84,133,714.62,3.25,100,3.92
18.6,63.21,475.22,767.116733,494.6589741,0.84,Mid stage,69,47,86,504.84,1.8,100,5.97
18.01,81.99,262.55,860.2331462,436.1210376,1.03,Mid stage,111,53,96,647.53,4.12,100,5.79
21.83,78.43,450.16,82.45078794,504.9003206,1.48,Mid stage,108,106,99,70.38,3.65,100,2.82
24.47,77.51,281.4,971.3185662,271.6014248,1.19,Mid stage,111,46,72,570.56,4,100,4.41
26.94,92.79,145.78,162.2613249,823.0317472,1.12,Mid stage,91,47,137,150.11,1.06,100,4.22
19.42,90.81,359.64,927.5021535,765.9928761,1.28,Mid stage,87,45,53,151.81,1.41,100,6.77
27.42,84.99,326.84,841.4275668,451.1994798,0.86,Mid stage,117,84,61,160.29,4.14,100,4.15
29.23,80.21,262.62,812.9612123,550.7922341,1.39,Mid stage,106,76,66,125.94,3.84,100,4.83
20.59,68.83,426.8,756.2302515,549.1775626,1.2,Mid stage,96,73,48,191.22,3.63,100,4.83
23.81,60.29,345.98,223.5493801,217.5172207,1.45,Mid stage,109,93,69,11.55,1.42,100,6.07
25.28,64.19,670.97,723.9122519,144.3207309,1.49,Mid stage,71,65,98,192.98,3.79,100,6.98
24.33,71.21,480.31,120.3407841,801.0611111,1.45,Mid stage,106,52,106,505.4,1.22,100,2.33
29.2,66.89,327.73,945.7195825,352.86437,1.5,Mid stage,66,95,63,165.91,2.5,100,5.95
31.45,79.95,244.32,221.207422,817.9696084,1.06,Mid stage,89,84,42,22.56,3.9,100,3.56
29.19,78.72,505.77,484.1262589,624.3927473,1.21,Mid stage,69,41,125,464.42,4.03,100,5.8
19.09,73.64,653.67,996.7429038,658.7361616,1.45,Mid stage,74,100,99,314.7,2.54,100,3.27
29.27,88.02,483.73,875.1746374,165.2257926,0.94,Mid stage,112,82,131,677.94,3.58,100,2.67
18.93,85.59,601.05,42.89635196,799.0589581,0.85,Mid stage,90,93,65,142.36,3.71,100,4.36
21.3,84.08,516.85,537.8682775,714.7644819,1.11,Mid stage,114,58,104,32.23,3.5,100,3.33
20.14,77.59,669.37,578.1356055,53.57426413,1.39,Mid stage,119,107,59,706.19,3.84,100,3.65
20.77,61.52,356.18,918.9762399,809.7270234,0.88,Mid stage,85,42,43,467.15,2.74,100,2.4
25.4,74.98,568.18,657.0647686,491.3100516,0.88,Mid stage,64,78,85,204.84,2.67,100,3.59
27.4,77.47,415.33,73.45097461,627.2282791,0.99,Mid stage,85,48,139,330.65,3.63,100,5.4
24.58,75.67,148.71,462.2841979,743.9564213,1.33,Mid stage,77,108,106,221.69,2.65,100,2.34
31.44,60.16,127.69,726.5602096,208.0649497,1.35,Mid stage,79,82,107,65.07,2.89,100,2.47
21.36,82.84,366.57,1086.849853,309.6006698,1.04,Mid stage,107,70,105,582.21,4.19,100,2.44
28.68,69.01,502.79,423.1086473,726.2610934,1.28,Mid stage,103,57,113,605.37,2.31,100,4.96
30.18,61.56,620.7,1083.067993,334.7225974,0.96,Mid stage,105,102,136,461.15,3.94,100,5.24
25.87,77.62,138.92,604.1980769,588.897274,0.93,Mid stage,76,108,93,549.29,2.28,100,2.99
24.39,92.22,666.27,510.6657026,737.091964,1.13,Mid stage,92,62,130,663.86,3.33,100,3.82
26.35,61.03,633.16,457.5619746,697.5535988,1.14,Mid stage,83,86,43,133.55,1.73,100,2.22
24,60.48,626.7,637.6940671,544.6364921,1.17,Mid stage,93,46,103,597.49,2.08,100,5.84
25.77,80.57,492.75,471.9616487,831.9876744,0.83,Mid stage,100,65,71,538.89,1.05,100,3.43
23.84,79,390.66,422.4396773,268.7680124,1.09,Mid stage,83,96,78,521.62,3.17,100,2.63
23.61,60.55,586.32,1076.007726,386.3053388,1.33,Mid stage,78,100,68,645.31,2.28,100,2.66
27.73,63.61,239.58,544.4646612,695.6464204,0.99,Mid stage,105,109,44,736.77,1.62,100,5.94
19.3,89.27,289.53,858.4273361,685.9416512,0.85,Mid stage,105,100,90,143.66,2.44,100,3.1
20.33,75.84,220.16,557.4219017,593.9878423,1.06,Mid stage,93,82,103,83.5,3.33,100,2.31
29.92,64.35,698.83,255.8927946,113.9025749,1.2,Mid stage,96,46,49,686.78,3.12,100,6.17
28.8,65.46,231.47,1043.256499,521.0373394,1.4,Mid stage,77,82,80,191.63,2.56,100,3.82
21.94,81.4,526.44,969.5563852,869.3450888,1.1,Mid stage,64,75,56,157.94,1.61,100,6.92
23.28,71.5,388,156.9848013,238.2666602,0.89,Mid stage,85,92,118,48.94,3.63,100,3.72
30.96,60.9,139.31,973.5955672,63.00663485,1.16,Mid stage,80,64,130,319,3.74,100,2.39
29.45,82.26,167.13,217.5183543,14.27587725,1.05,Mid stage,116,56,135,525.67,1.85,100,3.71
26.6,61.13,659.07,625.9060492,543.4895838,1.37,Mid stage,98,69,123,446.48,1.56,100,5.6
21.1,63.86,551.83,1024.185752,47.8796545,1.16,Mid stage,99,105,86,77.52,2.11,100,2.93
18.62,65.56,436.69,621.3779947,832.672787,0.93,Mid stage,68,70,124,87.01,1.92,100,5.57
24.04,65.01,241.49,233.5797292,795.8813923,0.82,Mid stage,95,108,115,425.68,3.67,100,3.39
27.42,86.65,123.69,292.1843934,811.1867368,0.91,Mid stage,73,96,89,724.41,1.99,100,6.71
29.6,63.27,568.14,746.7492675,583.7720434,1.31,Mid stage,113,96,50,114.4,3.85,100,5.52
29.94,65.2,301.13,821.996574,28.89241514,1.49,Mid stage,98,59,61,309.75,2.79,100,2.95
18.46,75.65,244.14,651.335707,506.0973788,1.31,Mid stage,83,97,111,386.98,1.25,100,4.21
21.42,64.9,219.94,310.2869365,70.69133184,1.28,Mid stage,86,90,84,492.66,4.16,100,5.76
22.75,86.14,589.1,206.2611122,74.84472204,0.94,Mid stage,68,91,40,78.8,2,100,5.43
